公司名称,企业性质,所属行业,招聘类型,招聘对象,工作地点,岗位,更新时间,截止时间,投递链接,相关公告,笔试情况
中国航天集团五院,央国企,国企,实习,2027届,北京,暑期实习生、计算机科学与技术、软件工程、智能科学与技术、网络空间安全、信息与通信工程、控制科学与工程、电子科学与技术、电子信息、航空宇航科学与技术、遥感科学与技术、光学工程、仪器科学与技术、测绘科学与技术、力学、机械工程、电气工程、物理学、地图学与地理信息系统、管理类等相关专业,2026/07/17,2026-07-24,https://mp.weixin.qq.com/s/XlHxxpOLY62XoNe74zfDXQ,https://mp.weixin.qq.com/s/XlHxxpOLY62XoNe74zfDXQ,部分免笔试
知存科技,民企,科技,秋招,2027届,北京上海杭州西安,"存算研发工程师-工程方向，存算研发工程师-设计方向,存算研发工程师-算法方向,模拟设计工程师，芯片架构工程师，芯片验证工程师,编译工具链工程师,AI存储固件开发工程师，系统固件验证工程师,可靠性工程师,3DIC系统工程师,工艺器件工程师、微电子、集成电路、半导体、计算机、计算机体系结构、电子信息、通信、自动化、物理、材料、光电、机械热流体",2026/07/17,尽快投递,https://iucylxooqp.jobs.feishu.cn/200839/?spread=FD7PRUV,https://mp.weixin.qq.com/s/0Ro7G_0Ct4zKUVdF8C3jRw,未明确
语核科技,民企,互联网/人工智能,秋招,"2027届, 2026届",上海,产品类研发类营销类市场类职能支持类,2026/07/17,尽快投递,https://mp.weixin.qq.com/s/2BCTyDPwgtJCH1UaBRZV1Q,https://mp.weixin.qq.com/s/2BCTyDPwgtJCH1UaBRZV1Q,未明确
腾讯音乐,民企,互联网/人工智能,秋招提前批,2027届,深圳,音乐大模型大模型加速歌词大模型,2026/07/17,尽快投递,https://join.tencentmusic.com/campus/post/?type=40,https://mp.weixin.qq.com/s/5dKEkf7t6Iw31DpXNtNs5g,部分免笔试
中国电科43所,事业单位,学术科研/研究所,秋招提前批,2027届,合肥,电力电子与电力传动电气工程电子科学与技术微电子科学与工程 电子信息工程控制工程电磁场与无线技术通信工程(微波方向)电子封装技术,2026/07/17,尽快投递,https://mp.weixin.qq.com/s/KFeIKahkVema8eKFh3rw_A,https://mp.weixin.qq.com/s/KFeIKahkVema8eKFh3rw_A,无笔试
鹰角网络,民企,互联网/人工智能,秋招提前批,2027届,上海,游戏引擎开发游戏客户端角色模型场景模型,2026/07/17,2026-07-31,https://app.mokahr.com/campus-recruitment/hypergryph/26326#/jobs?page=1&anchorName=jobsList&project0=100128214,https://mp.weixin.qq.com/s/dz_oOenwVsnpc2BPUbqQvw,需要笔试
信步科技,民企,电子/半导体,秋招提前批,2027届,深圳,硬件软件产品市场职能,2026/07/17,尽快投递,https://seavo.hotjob.cn/,https://mp.weixin.qq.com/s/PB1ozjjAEKeidknM6RE5wg,需要笔试
新凯来,民企,电子/半导体,秋招,2027届,"北京,长春,上海,杭州,武汉,深圳,珠海,东莞,成都,西安","机械设计工程师,多物理场仿真工程师,机电一体化技术工程师,自动化控:制工程师,真空与环控工程师,先进材料开发工程师,热设计工程师",2026/07/17,尽快投递,https://career.sicarrier.com/#/campus,https://mp.weixin.qq.com/s?__biz=MzkwNjc0Mjc4Mw==&mid=2247485664&idx=1&sn=ed34d352150bf6c6ec58dbbdae81162e&chksm=c0e29670f7951f6676f1e753f8893e97fe0d24965d9a4cd0065aaf768f1e432f8ae96eccb75d#rd,需要笔试
爱凡哲投资,民企,银行/金融/证券/保险,秋招,2027届,上海成都,量化策略研究员量化开发工程师股票高频算法量化AI工程师 市场专员产品运营投资经理助理/交易员,2026/07/17,尽快投递,https://mp.weixin.qq.com/s/PaCfz4jPi067slfL-SuyyQ,https://mp.weixin.qq.com/s/PaCfz4jPi067slfL-SuyyQ,未明确
微源半导体,民企,电子/半导体,秋招,2027届,上海深圳成都,"助理模拟设计工程师,助理芯片验证工程师,芯片测试工程师,助理FAE,销售工程师,职能管培生",2026/07/17,尽快投递,https://app.mokahr.com/campus-recruitment/lowpowersemi/168412?locale=zh-CN#/,https://mp.weixin.qq.com/s?__biz=MzA3OTAxODYwOA==&mid=2456041267&idx=1&sn=d903ced6ca059dfb722b749aedfc2ea9&chksm=8829782cbf5ef13ab25e6bf9e3cf2977ad2e1edad1094afdbf7ad11dbaf3f11a7cc227e424a0#rd,需要笔试
腾讯-青云计划,民企,互联网/人工智能,秋招提前批,2027届,深圳北京上海广州成都杭州 香港美国新加坡英国荷兰等,"大语言模型、NLP、多模态、视觉、语音、智能体、强化学习、搜索、推荐、模型应用、AI基础设施、系统与安全、AI数据、数
据工程",2026/07/16,尽快投递,https://join.qq.com/post.html?query=p_14,https://mp.weixin.qq.com/s/bwJLjqPwGsrOAFJQHwVydw,部分免笔试
正浩EcoFlow,民企,科技,秋招提前批,2027届,苏州深圳西安,"电力电子硬件工程师,电力电子软件工程师,AI算法工程师,嵌入式软件工程师,后端工程师,结构工程师,软件产品经理",2026/07/16,尽快投递,https://jobs.ecoflow.com/602892/position/list?keywords=&category=&location=&project=7660773517268699430&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=,https://mp.weixin.qq.com/s/E05l4hNCiH_Ehc4_WGLjHQ,部分免笔试
中国电科网络通信院,事业单位,科技,秋招提前批,2027届,石家庄,"通信总体设计工程师,基带工程师,射频开发工程师，天线系统设计工程师，信号处理算法工程师,大数据与人工智能工程师,算法开发工程师,软件总体设计工程师,软件开发工程师,网络安全工程师,数据处理工程师,硬件设计工程师,数字IC设计工程师,模拟IC设计工程师,语音影像处理工程师，飞行器设计工程师，伺服控制设计工程师，自动化技术工程师,结构设计工程师 通信技术、电磁场与微波技术、计算机软件、大数据与人工智能、导航制导、雷达与信号处理、测控技术、遥感测绘、光学工程、应用数学、物理、精密仪器、微电子、自动化控制、飞行器设计、机械、可靠性与试验",2026/07/16,尽快投递,https://campus.51job.com/2026cetc54/about1.html,https://mp.weixin.qq.com/s/INzdy8QNywgElhwmwFSyEw,无笔试
蔚来,民企,车企/汽车零部件,秋招提前批,2027届,上海北京深圳合肥武汉信阳,数字技术类工程技术类动力电池类产品类项目管理类用户与服务类设计类职能与支持类,2026/07/16,2026-08-14,https://nio.jobs.feishu.cn/campus/?keywords=&category=&location=&project=7660736309090715940&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=&storefront_id_list=,https://mp.weixin.qq.com/s/2lLXBX2Rdfah-V09vypZXA,部分免笔试
麦米电气,民企,电子/半导体,秋招提前批,2027届,"南京,杭州,武汉,长沙,深圳,西安","新型电力电子拓扑与控制,储能变流器并网技术,电力电子数字化仿真,AIDC数据中心供电技术,电力电子磁件设计,激光与电弧物理研究,涡旋压缩机,流体仿真,热设计",2026/07/16,尽快投递,https://wecruit.hotjob.cn/SU6282075e0dcad413c09efe26/pb/school.html?projectCode=201301&showProjectBanner=true,https://mp.weixin.qq.com/s/2VJZONDzxzn1GAzYqwMPqw,部分免笔试
华金证券,央国企,银行/金融/证券/保险,秋招,2027届,上海北京苏州深圳,投研交易方向产融服务方向财富管理方向综合赋能方向业务内控方向金融数智方向,2026/07/16,尽快投递,https://wecruit.hotjob.cn/SU6407e1620dcad470d9ae9633/pb/school.html,https://mp.weixin.qq.com/s/2cIMGKi3z2_LCyk6s4pAjA,未明确
燧原科技,民企,电子/半导体,秋招,2027届,上海北京深圳成都杭州西安南京,软件研发类芯片硬件类客户成功与解决方案产品系统类,2026/07/16,尽快投递,https://app.mokahr.com/campus-recruitment/enflame/168420?locale=zh-CN#/,https://mp.weixin.qq.com/s/alWF6V_Q8httWCbAuXcWHw,需要笔试
卓驭,民企,科技,秋招,2027届,北京上海深圳香港,"端到端领航算法工程师，端到端模型算法工程师,大模型训练优化算法工程师，大模型推理优化算法工程师，多模态大模型预训练算法工程师,多模态大模型后训练算法工程师，大模型算法工程师(端到端方向)，多模态大模型数据与评测算法工程师,计算机视觉算法工程师(定位建图方向),计算机视觉算法工程师(传感器标定方向)，大模型算法工程师(几何重建与动态估计)，大模型应用工程师(决策规划&机器人方向)，大模型算法工程师(机器人移动后训练&应用)，控制算法工程师,感知算法工程师,重建仿真算法工程师,数据闭环算法工程师,世界模型算法工程师,强化学习算法工程师,模型量化算法工程师,后端开发工程师,高性能计算工程师,AI应用开发工程师,AI软件开发工程师,仿真软件开发工程师,后端开发工程师(AI)，机器学习平台工程师(数据引擎)，C++软件开发工程师(智驾功能方向)，后端开发工程师(智能辅助驾驶静态数据)，具身智能Agent研发工程师(通用移动物理AI)，前端开发工程师(渲染方向)，Android工程师(HMI方向)，AI应用开发工程师(研效方向)，Android工程师(车载无人机)，软件开发工程师(决策规划方向)，后端开发工程师(数据闭环方向)，硬件工程师,光学开发工程师,机械结构工程师,嵌入式软件工程师,嵌入式软件开发工程师,嵌入式驱动开发工程师,嵌入式软件工程师(车载无人机)，嵌入式软件开发工程师(中间件)，嵌入式软件工程师(系统集成方向),嵌入式驱动开发工程师(传感器方向),产品测试工程师,AI测试开发工程师(车载无人机)，网络安全工程师,功能安全工程师,功能安全工程师(L3/L4方向),系统工程师(基础功能方向)，系统工程师(智驾功能方向)，数字化产品经理,体验设计师(UX),辅助驾驶产品经理,产品工程师-控制器方向,辅助驾驶产品经理(泊车)",2026/07/16,尽快投递,https://we.zyt.com/campus/jobs,https://mp.weixin.qq.com/s/hWcgA3YwDtTo65ZKF_X59g,未明确
新道德机械,民企,机械设备/电气系统,秋招,2027届,江苏无锡,生产制造岗研发工程师岗外贸业务岗,2026/07/16,尽快投递,https://mp.weixin.qq.com/s/Lr6Ujte81sQMQzu9z3VwTQ,https://mp.weixin.qq.com/s/Lr6Ujte81sQMQzu9z3VwTQ,未明确
OPPO,民企,电子/半导体,秋招,2027届,深圳东莞上海北京成都西安南京武汉,AI/算法类软件类硬件类标准研究类产品类设计类品牌策划类销售服务类工程技术类采购类综合职能类,2026/07/16,尽快投递,https://careers.oppo.com/university/oppo/campus/post?recruitType=Graduate,https://mp.weixin.qq.com/s/GTwqfUeCz9sVB_6cj9c30g,部分免笔试
凯读投资,民企,银行/金融/证券/保险,秋招,2027届,北京上海,量化策略量化开发AIinfra,2026/07/16,尽快投递,https://mp.weixin.qq.com/s/aIPoL7JxiyaCTT5o1ZDfAQ,https://mp.weixin.qq.com/s/aIPoL7JxiyaCTT5o1ZDfAQ,未明确
浩鲸科技,民企,科技,实习,2027届,南京,"售前方案实习生,运营管理实习生,产品经理实习生,交付实习生,测试实习生",2026/07/16,尽快投递,https://iwhalecloud1.zhiye.com/intern/jobs,https://mp.weixin.qq.com/s/kSDs6logU_WM_bh3d1XveQ,未明确
北方矿业,央国企,国企,实习,2027届,北京,矿山工艺设计重点技术攻关科技创新项目智能化矿山矿山开发与建设生产工艺控制项目运营管理矿业类理工科类经管类财会类,2026/07/16,尽快投递,https://bfky.iguopin.com/,https://mp.weixin.qq.com/s/doGbTOWhFKcRiiwUWQ7gvA,未明确
易思维,民企,车企/汽车零部件,实习,2027届,全国,现场技术支持工程师,2026/07/16,尽快投递,https://mp.weixin.qq.com/s/cWNrX9h8aX1m7vUceOjK8A,https://mp.weixin.qq.com/s/cWNrX9h8aX1m7vUceOjK8A,未明确
网易游戏星火,民企,互联网/人工智能,秋招,2027届,杭州,虚拟世界架构师(游戏策划)技术类人工智能类游戏艺术/设计类综合类,2026/07/15,2026-10-15,https://leihuo.163.com/campus/?sessionid=#/full?channel=AchQjsPI,https://mp.weixin.qq.com/s/iXN6QNkW67UH8XH57ZmzjQ,部分免笔试
启林投资,民企,银行/金融/证券/保险,秋招,2027届,上海北京,量化研究员开发工程师,2026/07/15,尽快投递,https://mp.weixin.qq.com/s/LbN6svwDWSLDJ4lArxLWSg,https://mp.weixin.qq.com/s/LbN6svwDWSLDJ4lArxLWSg,未明确
芯动科技,民企,科技,秋招,2027届,"大连,上海,苏州,武汉,珠海,成都,西安","数字IC设计工程师，数字IC验证工程师，模拟IC设计工程师,DSP算法及建模工程师,高性能计算工程师,GPU软件工程师,AI软件栈工程师,嵌入式软件工程师,数字IC后端工程师,版图设计工程师,硬件工程师,系统测试开发工程师,DDR-IP用例开发工程师,总裁办管培生，文案策划管培生,市场管培生",2026/07/15,尽快投递,https://innosilicon.zhiye.com/,https://mp.weixin.qq.com/s/3UkbHbf-UCB_GNvaC6vq5w,需要笔试
智元机器人,民企,科技,秋招,2027届,北京上海深圳香港澳门海外,"研究类,算法类,软件类,硬件类,结构类,质量类,关节类,测试类,系统架构类,安全工程类,解决方案类,项目管理类,标准与知识产权类,工业与交互设计类,战略类,产品管理类,品牌营销类,渠道类,交付服务类,销售运营类,销售类,解决方案销售类,采购类,制造类,财经类,法务类，人力资源类,行政类,投融资类,流程IT与质量运营类",2026/07/15,尽快投递,https://agirobot.jobs.feishu.cn/campusrecruitment,https://mp.weixin.qq.com/s/dm9J-taDoblM0irzCK71rw,未明确
汇明光电,民企,科技,秋招,2027届,西安,"电路系统硬件工程师，算法工程师(图像、嵌入式)，机械结构工程师 测控与仪器仪表、光机电、自动化、电子、机械、电气、通信、图像处理、信号处理、模式识别、机械工程、机械电子工程、电子机械科学与技术、机械制造及自动化、机械设计
及理论",2026/07/15,2026-12-31,https://mp.weixin.qq.com/s/k6oSNMBulL6pU-fOg5b4dg,https://mp.weixin.qq.com/s/k6oSNMBulL6pU-fOg5b4dg,未明确
捷讯光电,民企,科技,秋招,2027届,合肥,"海外销售经理,售后服务工程师,国内销售经理,品牌专员,软件工程师,机械工程师,电气工程师,应用工程师,采购工程师,工艺工程师,仓管员,质量工程师,物流包装工程师，人力资源专员,法务合规专员,信息化专员,财务专员、机械、电气、自动化、计算机、软件、材料、资源、矿物加工、外国语、国贸、营销、物流、供应链、法学、财务、人力资源",2026/07/15,尽快投递,https://mp.weixin.qq.com/s/EVrCWbbyAfAbJ9ZV5xPPkg,https://mp.weixin.qq.com/s/EVrCWbbyAfAbJ9ZV5xPPkg,未明确
茉莉丝游戏,民企,互联网/人工智能,秋招提前批,2027届,上海,技术类产品类发行类质量类项目管理类,2026/07/15,尽快投递,https://lilithgames.jobs.feishu.cn/campus/?sessionid=,https://mp.weixin.qq.com/s/CloxVe4ruZQMjGG61SNWgw,部分免笔试
航天502所,央国企,高端装备与国防科技/航空航天,秋招提前批,2027届,北京,智能科学与技术控制科学与工程航空宇航科学与技术仪器科学与技术计算机科学与技术电子科学与技术信息与通信工程光学工程电气工程电子信息软件工程网络空间安全机械机械工程力学材料动力工程及工程热物理测绘,2026/07/15,2026-07-29,https://app.mokahr.com/campus-recruitment/bice/144168#/jobs,https://mp.weixin.qq.com/s/4k-opYMWFveeTth77M9xcg,未明确
易动宇航,民企,高端装备与国防科技/航空航天,秋招提前批,2027届,北京上海,系统工程师产品工程师 硬件工程师 电源工程师电气工程师结构设计师机电设计师 元器件工程师工艺工程师 研发助理测试工程师装配工程师质量工程师财务人员人力资源行政人员,2026/07/15,尽快投递,https://mp.weixin.qq.com/s/zzQllc6-Mtp_7QwQBsPagg,https://mp.weixin.qq.com/s/zzQllc6-Mtp_7QwQBsPagg,未明确
极客未来,民企,教育培训,秋招提前批,2027届,重庆四川广东,小学班课主讲教师初中班课主讲教师学科校长管培生(教学方向)运营校长管培生(销售方向),2026/07/15,尽快投递,https://geek3.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/qJe1McKBFGE9R0eE8nHsZA,无笔试
厨芯科技,民企,电子/半导体,秋招提前批,2027届,苏州,嵌入式软件工程师（图像识别）,2026/07/15,尽快投递,https://app.mokahr.com/campus-recruitment/honganrobots/150155?sessionid=#/job/d768bd4a-a1a2-4339-8e37-704d2a687e73,https://mp.weixin.qq.com/s/IF7lKvBLXo_v_RPKfSOZUg,未明确
商汤科技,民企,互联网/人工智能,秋招提前批,2027届,北京上海深圳杭州武汉香港,模型研究AlInfra模型应用开发FDE,2026/07/15,尽快投递,https://hr.sensetime.com/top/?keywords=&category=&location=&project=7654524986392824115&type=&job_hot_flag=&current=1&limit=10&functionCategory=&tag=,https://mp.weixin.qq.com/s/Hndt9nX58BtIP_Ac6HQ3fw,部分免笔试
优衣库,外企,快消/食品/零售/消费,秋招提前批,2027届,全国,UMc早鸟计划,2026/07/15,2026-07-22,https://uniqlo.zhiye.com/campus/detail?jobAdId=e4f28a5f-c434-46de-a73a-5db32762bee4,https://mp.weixin.qq.com/s/IPdhREkUu2HXYTZhwzrNdA,需要笔试
舞肌科技,民企,智能硬件/机器人,秋招,"2027届, 2026届",深圳,研发类产品类智造类市场类职能类,2026/07/15,尽快投递,https://app.mokahr.com/campus-recruitment/wuji/145173?locale=zh-CN#/jobs,https://mp.weixin.qq.com/s/3h_Tufnn1ZpgIKPAyRFY7w?click_id=339436563,未明确
BCG中国区,外企,商务服务/咨询,秋招,2027届,北京上海深圳香港台北,全职咨询岗位,2026/07/15,2026-08-16,https://careers.bcg.com/global/en/job/58663/Consulting-Full-time-GC-Campus-Shanghai-Beijing-Shenzhen-Hong-Kong-Taipei,https://mp.weixin.qq.com/s/5UQ47yCzjMEUZ-eN79_Ggg,未明确
路威凯腾,外企,银行/金融/证券/保险,实习,2027届,上海,2026年秋季实习项目,2026/07/14,2026-08-14,https://mp.weixin.qq.com/s/FYrTjrt1ZNK_1wBPXETLXw,https://mp.weixin.qq.com/s/FYrTjrt1ZNK_1wBPXETLXw,未明确
神州税道,民企,专业服务,实习,2027届,上海,"实务方向实习生,研究方向实习生、财经类",2026/07/14,尽快投递,https://mp.weixin.qq.com/s/9io7WwSXQy1fFs6As3zLWA,https://mp.weixin.qq.com/s/9io7WwSXQy1fFs6As3zLWA,未明确
东风柳汽,央国企,车企/汽车零部件,实习,2027届,广西柳州,技术研发、市场营销、新媒体运营、工艺质量、人力行政、商务翻译等,2026/07/14,尽快投递,https://xy.liepin.com/dflzqcwzcl/positions.html?area=&company=,https://mp.weixin.qq.com/s/rPAqY3aHJw_zd7ZyH1YYww,部分免笔试
兴趣岛,民企,教育培训,实习,2027届,广州,AI产品实习生多模态算法实习生内容运营实习生广告投放实习生中台支持实习生(人力/行政/法务/财务)视频剪辑实习生平面设计实习生社群运营实习生直播运营实习生,2026/07/14,尽快投递,https://xingqudao.zhiye.com/intern/jobs?memory=&silence=1&sessionid=,https://mp.weixin.qq.com/s/92PhQ4hoWFKKqCqy5w_Ftw,需要笔试
天锐星通,民企,科技,秋招提前批,2027届,上海南京成都,"模拟IC设计工程师,射频IC设计工程师,天线工程师,射频工程师,硬件工程师,结构工程师,逻辑工程师,嵌入式工程师,测试方法研究工程师,Al agent工程师",2026/07/14,尽快投递,https://t-ray.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/Khv-TKnZzja05NwjIb3mDQ,未明确
新东方大学生学习与发展中心,民企,教育培训,秋招提前批,2027届,全国,"计算机408教研实习生,西医306教研实习生,产品运营实习生,考研学习顾问,考研学习管理师,四六级学习管理师,考研线上运营专员,专升本学习顾问,专升本学习管理师,专升本市场专员,考研顾问实习生,考研线下市场推广实习生,考研市场专员,四六级学习顾问,考研公共课学习管理师,考研走读线上运营师考研走读课程顾问，专升本线上运营专员",2026/07/14,尽快投递,https://zhaopin.xdf.cn/jobs?activityGuid=3a4fd7d6-2003-4139-b9a9-4a39f337af97,https://mp.weixin.qq.com/s/v-4muZMsTHIyO38N4f90tg,无笔试
字节跳动,民企,互联网/人工智能,秋招提前批,2027届,上海北京深圳,AI产品经理,2026/07/14,2026-08-02,https://wj.toutiao.com/q/v2/7657509120173735979/975xOc70/4d7d/?sessionid=#/,https://mp.weixin.qq.com/s/8ft_1LDXvw7Tqpbg0QWi_A,未明确
润石科技,民企,电子/半导体,秋招,2027届,无锡南京北京,模拟设计工程师(信号链方向)模拟设计工程师(电源方向)数字设计工程师AE工程师,2026/07/14,尽快投递,https://www.run-ic.com/list/68.html,https://mp.weixin.qq.com/s/v6_W0yncUddZKDYnHISIBA,未明确
强脑科技,民企,科技,秋招,2027届,深圳,机器人产品专家、产品工程师、工业设计师、应用工程师、用户体验工程师、AI赋能设计师、整机硬件架构师、电子硬件工程师、机械结构工程师、测试工程师、电机工程师、工艺工程师、线束工程师、嵌入式工程师、嵌入式集成工程师、机器人Linux软件系统工程师、嵌入式软件开发工程师、固件测试工程师、软件系统工程师、具身智能算法科学家、机械臂/灵巧手运动控制专家、SLAM/VIO算法工程师、运控算法工程师(遥操作系统方向)、机器人算法工程师(系统设计与部署方向)、机器人算法工程师(大模型方向)、强化学习算法工程师(RL运动控制方向),2026/07/14,尽快投递,https://wj.qq.com/s2/26996638/8308/,https://mp.weixin.qq.com/s?__biz=Mzg4ODc3Mzg0OQ==&mid=2247505675&idx=1&sn=942ddb54f8a8ccb9f63e2750f222d1bd&chksm=cff49abdf88313abecce16c4a8bb3cb798c4d34f5fa2604cfc62f3a389f2e56fa82f4d692f54#rd,未明确
Adancy visa,外企,商务服务/咨询,秋招,2027届,上海新加坡,初级顾问,2026/07/14,尽快投递,https://mp.weixin.qq.com/s/lb5DcxR29hum9uIL19sXEg,https://mp.weixin.qq.com/s/lb5DcxR29hum9uIL19sXEg,未明确
江森自控,民企,机械设备/电气系统,实习,2027届,上海北京成都广州郑州,销售实习生(可转正),2026/07/13,尽快投递,https://mp.weixin.qq.com/s/isWV5yu0F5OsNx8j2OB1LA,https://mp.weixin.qq.com/s/isWV5yu0F5OsNx8j2OB1LA,需要笔试
乐读-广州分校,民企,教育培训,秋招提前批,2027届,广州,学科运营教师高级竞赛教练,2026/07/13,尽快投递,https://mp.weixin.qq.com/s/_aBsH77kAPDf7Np6HTmVFA,https://mp.weixin.qq.com/s/_aBsH77kAPDf7Np6HTmVFA,未明确
兆易创新,民企,电子/半导体,秋招提前批,2027届,"北京,上海,苏州,合肥,武汉,深圳,珠海,成都,西安","模拟设计工程师,模拟电路设计工程师,电路设计工程师,射频模拟设计工程师,数字电路设计工程师,高速接口设计工程师,数字设计/验证工程师,逻辑设计/验证工程师\微电子、集成电路、电子信息、电子
工程、材料、物理",2026/07/13,尽快投递,https://app.mokahr.com/campus-recruitment/gigadevice/92215?locale=zh-CN#/,https://mp.weixin.qq.com/s/FoWwHfRQandVyS6rQYsWrA,需要笔试
点点互动,民企,互联网/人工智能,秋招提前批,2027届,北京上海深圳广州,系统策划 数值策划AI算法工程师AIAgent工程师全球广告投放广告创意策划 客户端工程师数据工程师,2026/07/13,尽快投递,https://ddhd.cn/4,https://mp.weixin.qq.com/s/ZmyeCOry1SmZ5kMe6bhtCg,部分免笔试
航天科工集团航天智能院,央国企,高端装备与国防科技/航空航天,秋招,2027届,北京,"智能系统总体设计岗,智能飞飞行器设计与控制岗,智能认知决策与大模型算法设计岗,智能探测感知设计岗,端侧人工智能设计岗,体系设计与评估岗,作战管理技术岗,数字孪生技术岗,大模型算法研发岗\人工智能类、计算机科学与技术类、航空宇航科学与技术类、电子科学与技术类、军事学类、仪器科学与技术类、电子信息类、控制科学与工程类、物理学类、自动化类、机械类",2026/07/13,尽快投递,https://mp.weixin.qq.com/s/sWP9d22w2dsRSl-rF4DCHA,https://mp.weixin.qq.com/s/sWP9d22w2dsRSl-rF4DCHA,部分免笔试
内蒙古农商银行,银行,银行/金融/证券/保险,秋招,"2027届, 2026届","呼和浩特,包头，乌海,赤峰,通辽,鄂尔多斯,呼伦贝尔，满洲里，巴彦淖尔，乌兰察布,兴安盟,锡林郭勒盟，二连浩特,阿拉善盟","总行管培生,分支机构工作人员 与信息科技相关的理工类、经济金融类、财会审计类、法律类、农牧类、能源化工类
",2026/07/13,2026-07-20,https://nmnshxy2026.hersingdat.com/,https://mp.weixin.qq.com/s/6NmpD1RVQ6Gip_L1dfaRMA,需要笔试
卡尔动力,民企,车企/汽车零部件,秋招提前批,2027届,北京上海鄂尔多斯天津,自动驾驶算法类工程类职能/运营类,2026/07/12,尽快投递,https://kargobot.jobs.feishu.cn/267069,https://mp.weixin.qq.com/s/4b5S4VK35UKOW_97qgkiqw,未明确
圆通-管培生,民企,交通运输/物流仓储,秋招提前批,2027届,全国,科技管培生国际管培生网管管培生营运管培生人资管培生财务管培生航空管培生,2026/07/12,尽快投递,https://mp.weixin.qq.com/s/cPg4WJidXJfaGi51lQbIqA,https://mp.weixin.qq.com/s/cPg4WJidXJfaGi51lQbIqA,部分免笔试
深德科,民企,互联网/人工智能,秋招,2027届,深圳广州上海北京杭州成都南京武汉,招聘管培生交付管培生HRBP管培生人事行政方向管培生JAVA开发管培生测试管培生 前端开发管培生,2026/07/12,尽快投递,https://www.dekeinfo.com/zh-CN/pc/personRecruit?channel=gongzhonghao,https://mp.weixin.qq.com/s/OaVZq3ABH8IOs22NAVbPXg,未明确
长安银行,银行,银行/金融/证券/保险,实习,2027届,西安,暑期实习生岗位,2026/07/12,尽快投递,https://mp.weixin.qq.com/s/oxDYSiGYtrJ-_dBqjm9QGw,https://mp.weixin.qq.com/s/oxDYSiGYtrJ-_dBqjm9QGw,需要笔试
众擎机器,民企,智能硬件/机器人,实习,2027届,深圳,数据运营实习生 机器人开发者技术支持实习生 韩语销售岗 开源生态实习生 产品经理实习生 VLM算法实习生,2026/07/12,尽快投递,https://dx3a2bminsq.jobs.feishu.cn/934647/position/list,https://dx3a2bminsq.jobs.feishu.cn/934647/position/list,未明确
航天智能,央国企,高端装备与国防科技/航空航天,秋招,2027届,北京,人工智能类计算机科学与技术类航空宇航科学与技术类 电子科学与技术类军事学类仪器科学与技术类电子信息类控制科学与工程类物理学类自动化类机械类,2026/07/11,尽快投递,https://mp.weixin.qq.com/s/sWP9d22w2dsRSl-rF4DCHA,https://mp.weixin.qq.com/s/sWP9d22w2dsRSl-rF4DCHA,未明确
南芯科技,民企,电子/半导体,秋招,2027届,上海成都深圳北京西安南京珠海杭州苏州,研发类系统应用类生产运营类质量类业务类其他职位,2026/07/11,尽快投递,https://nanxin.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/YuEhQAMXIodLyuav0MiwVg,未明确
矽力杰,民企,电子/半导体,秋招,2027届,苏州杭州南京西安上海成都深圳北京武汉合肥青岛广州,模拟IC设计工程师数字IC设计工程师验证工程师数字后端设计工程师产品工程师应用工程师 器件工程师 嵌入式开发工程师AI算法工程师 测试工程师可靠性工程师 版图工程师FAE工程师,2026/07/11,尽快投递,https://mp.weixin.qq.com/s/mWitINflW-NJAjPlhagDVA,https://mp.weixin.qq.com/s/mWitINflW-NJAjPlhagDVA,需要笔试
联发科技,民企,电子/半导体,秋招提前批,2027届,北京上海深圳成都合肥武汉,软件类通信类IC类,2026/07/11,尽快投递,https://mediatek.zhiye.com/campus/jobs,https://mp.weixin.qq.com/s/7PbNs1897a6QgmWoXYflEA,需要笔试
汇川技术,民企,机械设备/电气系统,秋招提前批,2027届,苏州北京深圳上海西安北京常州武汉济南岳阳 海外,技术类技能类营销类供应链管理类质量类 其他职能类,2026/07/11,尽快投递,https://recruit.inovance.com/#/campus/jobs,https://mp.weixin.qq.com/s/jap73OVFIBt2ysvw7-vLqA,未明确
虹软科技,民企,互联网/人工智能,秋招提前批,2027届,杭州上海南京深圳台北硅谷东京东柏林,算法类开发类产品市场类,2026/07/11,尽快投递,https://www.arcsoft.com.cn/job/JobList.html,https://mp.weixin.qq.com/s/soNYJJNGMAkhUxy37vd9xg,部分免笔试
南昌新东方,民企,教育培训,秋招提前批,2027届,南昌,教师岗运营岗,2026/07/11,尽快投递,https://pgwxwbkv.jsjform.com/f/PL444i,https://mp.weixin.qq.com/s/IswP38-JvhABo-sMrnq4_A,未明确
